1788556958.275127 server started (14521): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788556958.275150 on Linux 7.1.13-200.fc44.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Sep  2 13:58:38 UTC 2026
1788556958.275167 using libevent 2.1.12-stable poll
1788556958.275174 using ncurses 6.6 20251230
1788556958.516859 tty_draw_line: cell 201 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516866 tty_draw_line: cell 202 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516872 tty_draw_line: cell 203 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516878 tty_draw_line: cell 204 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516885 tty_draw_line: cell 205 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516891 tty_draw_line: cell 206 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516897 tty_draw_line: cell 207 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516904 tty_draw_line: cell 208 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516910 tty_draw_line: cell 209 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516916 tty_draw_line: cell 210 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516923 tty_draw_line: cell 211 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516929 tty_draw_line: cell 212 empty 0, bg 8; state: current EMPTY, next DONE
1788556958.516935 /dev/pts/0: \r
1788556958.516941 /dev/pts/0: \n
1788556958.516947 /dev/pts/0: \033[K
1788556958.516954 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,16) width 212, tty (0,16) width 212
1788556958.516961 tty_draw_line: px=0 py=16 nx=212 atx=0 aty=16
1788556958.516967 tty_draw_line: drawing 0-212,16 (end 0) at 0,16; defaults: fg=8, bg=8
1788556958.516974 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1788556958.516980 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516986 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516993 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516999 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517005 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517012 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517018 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517024 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517030 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517037 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517043 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517050 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517056 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517062 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517069 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517075 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517081 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517087 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517094 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517100 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517106 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517113 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517119 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517125 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517135 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517144 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517150 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517157 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517163 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517169 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517176 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517182 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517188 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517195 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517201 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517207 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517214 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517220 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517226 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517233 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517239 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517245 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517252 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517258 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517265 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517271 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517277 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517284 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517290 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517296 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517303 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517309 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517315 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517322 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517328 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517334 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517341 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517347 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517353 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517360 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517366 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517372 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517379 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517385 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517391 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517398 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517404 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517410 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517417 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517423 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517433 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517442 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517448 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517455 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517461 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517467 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517474 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517480 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517486 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517493 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517499 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517505 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517512 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517518 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517525 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517531 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517537 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517544 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517550 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517556 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517563 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517569 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517575 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517582 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517588 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517594 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517601 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517607 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517613 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517620 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517626 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517632 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517639 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517645 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517651 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517658 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517664 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517670 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517677 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517683 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517689 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517696 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517702 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517708 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517715 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517721 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517731 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517740 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517746 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517752 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517759 tty_draw_line: cell 121 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517765 tty_draw_line: cell 122 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517772 tty_draw_line: cell 123 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517778 tty_draw_line: cell 124 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517784 tty_draw_line: cell 125 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517791 tty_draw_line: cell 126 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517797 tty_draw_line: cell 127 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517813 tty_draw_line: cell 128 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517822 tty_draw_line: cell 129 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517830 tty_draw_line: cell 130 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517837 tty_draw_line: cell 131 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517845 tty_draw_line: cell 132 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517851 tty_draw_line: cell 133 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517857 tty_draw_line: cell 134 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517864 tty_draw_line: cell 135 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517870 tty_draw_line: cell 136 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517876 tty_draw_line: cell 137 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517882 tty_draw_line: cell 138 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517889 tty_draw_line: cell 139 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517895 tty_draw_line: cell 140 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517901 tty_draw_line: cell 141 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517907 tty_draw_line: cell 142 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517914 tty_draw_line: cell 143 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517920 tty_draw_line: cell 144 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517925 tty_draw_line: cell 145 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517932 tty_draw_line: cell 146 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517938 tty_draw_line: cell 147 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517944 tty_draw_line: cell 148 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517950 tty_draw_line: cell 149 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517957 tty_draw_line: cell 150 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517963 tty_draw_line: cell 151 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517970 tty_draw_line: cell 152 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517977 tty_draw_line: cell 153 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517983 tty_draw_line: cell 154 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517989 tty_draw_line: cell 155 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.517996 tty_draw_line: cell 156 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518003 tty_draw_line: cell 157 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518009 tty_draw_line: cell 158 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518015 tty_draw_line: cell 159 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518021 tty_draw_line: cell 160 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518028 tty_draw_line: cell 161 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518039 tty_draw_line: cell 162 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518046 tty_draw_line: cell 163 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518053 tty_draw_line: cell 164 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518059 tty_draw_line: cell 165 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518065 tty_draw_line: cell 166 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518072 tty_draw_line: cell 167 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518078 tty_draw_line: cell 168 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518083 tty_draw_line: cell 169 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518089 tty_draw_line: cell 170 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518096 tty_draw_line: cell 171 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518102 tty_draw_line: cell 172 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518108 tty_draw_line: cell 173 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518115 tty_draw_line: cell 174 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518121 tty_draw_line: cell 175 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518127 tty_draw_line: cell 176 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518134 tty_draw_line: cell 177 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518140 tty_draw_line: cell 178 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518147 tty_draw_line: cell 179 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518153 tty_draw_line: cell 180 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518160 tty_draw_line: cell 181 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518165 tty_draw_line: cell 182 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518171 tty_draw_line: cell 183 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518177 tty_draw_line: cell 184 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518183 tty_draw_line: cell 185 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518188 tty_draw_line: cell 186 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518196 tty_draw_line: cell 187 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518202 tty_draw_line: cell 188 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518207 tty_draw_line: cell 189 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518213 tty_draw_line: cell 190 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518219 tty_draw_line: cell 191 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.518225 tty_draw_line: cell 192 empty 1, bg 8; state: current EMPTY, next EMPTY
